NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	1	3071
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	2	3080
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	3	3082
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	4	3094
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	5	3105
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	6	3127
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	7	3207
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	8	3226
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	9	3229
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	10	3248
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	11	3269
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	12	3271
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	13	3282
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	14	3359
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	15	3375
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	16	3444
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	17	3458
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	18	3462
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	19	3493
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	20	3493
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	21	3497
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	22	3524
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	23	3527
NP|PP755592.1|A/cattle/Texas/24-008749-003/2024(H5N1)	24	3558
