NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	1	2127
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	2	2130
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	3	2135
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	4	2137
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	5	2172
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	6	2174
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	7	2188
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	8	2195
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	9	2194
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	10	2234
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	11	2240
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	12	2252
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	13	2259
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	14	2260
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	15	2305
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	16	2306
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	17	2319
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	18	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	19	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	20	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	21	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	22	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	23	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	24	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	25	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	26	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	27	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	28	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	29	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	30	2323
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	31	2401
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	32	2451
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	33	2451
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	34	2479
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	35	2485
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	36	2509
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	37	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	38	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	39	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	40	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	41	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	42	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	43	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	44	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	45	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	46	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	47	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	48	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	49	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	50	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	51	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	52	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	53	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	54	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	55	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	56	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	57	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	58	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	59	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	60	2531
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	61	2526
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	62	2525
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	63	2525
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	64	2525
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	65	2601
NA|PP755591.1|A/cattle/Texas/24-008749-003/2024(H5N1)	66	2613
