NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	1	2336
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	2	2336
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	3	2377
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	4	2482
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	5	2575
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	6	3693
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	7	3700
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	8	3767
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	9	3769
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	10	3772
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	11	3822
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	12	3824
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	13	3825
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	14	3870
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	15	3871
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	16	4244
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	17	4244
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	18	4260
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	19	4274
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	20	4274
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	21	4281
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	22	4281
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	23	4340
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	24	4523
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	25	4523
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	26	4549
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	27	4558
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	28	4683
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	29	4683
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	30	4704
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	31	4716
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	32	4739
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	33	4755
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	34	4766
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	35	4772
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	36	4790
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	37	4793
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	38	4863
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	39	4963
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	40	4965
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	41	5055
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	42	5091
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	43	5115
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	44	5116
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	45	5116
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	46	5119
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	47	5125
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	48	5127
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	49	5194
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	50	5194
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	51	5225
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	52	5271
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	53	5301
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	54	5314
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	55	5319
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	56	5319
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	57	5330
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	58	5354
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	59	5373
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	60	5384
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	61	5412
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	62	5420
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	63	5545
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	64	5603
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	65	5625
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	66	5625
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	67	5626
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	68	5673
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	69	5671
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	70	5720
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	71	5928
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	72	5977
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	73	5976
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	74	5977
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	75	5993
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	76	6198
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	77	6209
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	78	6220
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	79	6221
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	80	6209
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	81	6281
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	82	6316
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	83	6393
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	84	6391
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	85	6368
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	86	6381
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	87	6381
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	88	6452
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	89	6544
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	90	6553
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	91	6557
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	92	6549
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	93	6572
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	94	6654
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	95	6782
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	96	6795
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	97	6788
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	98	6791
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	99	6805
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	100	6810
